evidence_class,active_or_historical,dataset,method,model,artifact_role,relative_path,bytes,sha256,authenticated,authentication_reference,notes
combination_dev,active,lendingclub_v2,boruta_then_mrmr_mutual_information,,state_bound_payload,results/selector_combinations_v1/dev/selections/scv1-lendingclub_v2-fold-5-boruta-then-mrmr-mutual-information-k20-s42.combination_result.json,125657,d75a54279ba33e61ea1d4c04133c1ed1f8a5939723f151e03333d64b222f0be1,True,results/selector_combinations_v1/dev/selections/scv1-lendingclub_v2-fold-5-boruta-then-mrmr-mutual-information-k20-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_mrmr_mutual_information,,state_bound_payload,results/selector_combinations_v1/dev/selections/scv1-lendingclub_v2-fold-5-boruta-then-mrmr-mutual-information-k20-s42.final_selected_features.csv,566,aeb2912ab6c844b25c423af0754fdd8a008e10bce9f427ea2e0143ea44643d8e,True,results/selector_combinations_v1/dev/selections/scv1-lendingclub_v2-fold-5-boruta-then-mrmr-mutual-information-k20-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_mrmr_mutual_information,,state_bound_payload,results/selector_combinations_v1/dev/selections/scv1-lendingclub_v2-fold-5-boruta-then-mrmr-mutual-information-k20-s42.intermediate_features.csv,6801,f93f0baa9dba8207ad0afad1cedaf6d6528e897c8e8d4d05fcf24d725a898594,True,results/selector_combinations_v1/dev/selections/scv1-lendingclub_v2-fold-5-boruta-then-mrmr-mutual-information-k20-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_mrmr_mutual_information,,state_bound_payload,results/selector_combinations_v1/dev/selections/scv1-lendingclub_v2-fold-5-boruta-then-mrmr-mutual-information-k40-s42.combination_result.json,126334,24ef284cf72461007f2a1709b79f698259aae175d03922ed08dda9ca0e2db307,True,results/selector_combinations_v1/dev/selections/scv1-lendingclub_v2-fold-5-boruta-then-mrmr-mutual-information-k40-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_mrmr_mutual_information,,state_bound_payload,results/selector_combinations_v1/dev/selections/scv1-lendingclub_v2-fold-5-boruta-then-mrmr-mutual-information-k40-s42.final_selected_features.csv,1162,02981aca8ae2d89becc0103eb973c38cbb78d2ea4ce994ba9722d6568a5b900c,True,results/selector_combinations_v1/dev/selections/scv1-lendingclub_v2-fold-5-boruta-then-mrmr-mutual-information-k40-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_mrmr_mutual_information,,state_bound_payload,results/selector_combinations_v1/dev/selections/scv1-lendingclub_v2-fold-5-boruta-then-mrmr-mutual-information-k40-s42.intermediate_features.csv,6801,f93f0baa9dba8207ad0afad1cedaf6d6528e897c8e8d4d05fcf24d725a898594,True,results/selector_combinations_v1/dev/selections/scv1-lendingclub_v2-fold-5-boruta-then-mrmr-mutual-information-k40-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_mrmr_mutual_information,catboost,evaluation_state,results/selector_combinations_v1/dev/evaluations/scv1-dev-020-lendingclub_v2-boruta-then-mrmr-mutual-information-catboost-fold-1-k40-s42.json,8107,a438c83b89fb7429d9c460a6ee6e1bc535685c7e88aa31515ba86feca1a4ee1c,True,results/selector_combinations_v1/dev/evaluations/scv1-dev-020-lendingclub_v2-boruta-then-mrmr-mutual-information-catboost-fold-1-k40-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_mrmr_mutual_information,catboost,evaluation_state,results/selector_combinations_v1/dev/evaluations/scv1-dev-044-lendingclub_v2-boruta-then-mrmr-mutual-information-catboost-fold-2-k40-s42.json,8104,4281d04b99609e22c2b451a330598445e35cb441ec2a746501924f0032056e5f,True,results/selector_combinations_v1/dev/evaluations/scv1-dev-044-lendingclub_v2-boruta-then-mrmr-mutual-information-catboost-fold-2-k40-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_mrmr_mutual_information,catboost,evaluation_state,results/selector_combinations_v1/dev/evaluations/scv1-dev-068-lendingclub_v2-boruta-then-mrmr-mutual-information-catboost-fold-3-k40-s42.json,8106,6dfef1becdbf3745b50bfeb4555ed3b44a64b9f5fca3645bde3b00f977d6f789,True,results/selector_combinations_v1/dev/evaluations/scv1-dev-068-lendingclub_v2-boruta-then-mrmr-mutual-information-catboost-fold-3-k40-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_mrmr_mutual_information,catboost,evaluation_state,results/selector_combinations_v1/dev/evaluations/scv1-dev-092-lendingclub_v2-boruta-then-mrmr-mutual-information-catboost-fold-4-k40-s42.json,8107,26640b0c66ac838b867e9bca6107d9a3d5607500ae7853a24e65b03619f43a73,True,results/selector_combinations_v1/dev/evaluations/scv1-dev-092-lendingclub_v2-boruta-then-mrmr-mutual-information-catboost-fold-4-k40-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_mrmr_mutual_information,catboost,evaluation_state,results/selector_combinations_v1/dev/evaluations/scv1-dev-116-lendingclub_v2-boruta-then-mrmr-mutual-information-catboost-fold-5-k40-s42.json,8103,40b81a094722e273b923f8aba2dfc149c0af9c2779b846806f99722aa3130033,True,results/selector_combinations_v1/dev/evaluations/scv1-dev-116-lendingclub_v2-boruta-then-mrmr-mutual-information-catboost-fold-5-k40-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_mrmr_mutual_information,catboost,state_bound_payload,results/selector_combinations_v1/dev/evaluations/scv1-dev-020-lendingclub_v2-boruta-then-mrmr-mutual-information-catboost-fold-1-k40-s42.dev_metrics.json,638,402f262e092ab6c0f9c3ef5499dcdfcd6dc96aad312210c516e4aa3ce1edfbc4,True,results/selector_combinations_v1/dev/evaluations/scv1-dev-020-lendingclub_v2-boruta-then-mrmr-mutual-information-catboost-fold-1-k40-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_mrmr_mutual_information,catboost,state_bound_payload,results/selector_combinations_v1/dev/evaluations/scv1-dev-020-lendingclub_v2-boruta-then-mrmr-mutual-information-catboost-fold-1-k40-s42.dev_predictions.csv,21170565,ad266813f3c753dcb9bebd561c5b6573ee4ac72683ddc3ac1436e01e050e5e03,True,results/selector_combinations_v1/dev/evaluations/scv1-dev-020-lendingclub_v2-boruta-then-mrmr-mutual-information-catboost-fold-1-k40-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_mrmr_mutual_information,catboost,state_bound_payload,results/selector_combinations_v1/dev/evaluations/scv1-dev-020-lendingclub_v2-boruta-then-mrmr-mutual-information-catboost-fold-1-k40-s42.final_model_configuration.json,1945,ccde9814bb86ca3a6f9eebb38595f0f6898fd66b1aa7cc01ce81a9b8b47b7261,True,results/selector_combinations_v1/dev/evaluations/scv1-dev-020-lendingclub_v2-boruta-then-mrmr-mutual-information-catboost-fold-1-k40-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_mrmr_mutual_information,catboost,state_bound_payload,results/selector_combinations_v1/dev/evaluations/scv1-dev-044-lendingclub_v2-boruta-then-mrmr-mutual-information-catboost-fold-2-k40-s42.dev_metrics.json,638,11e60f846914ea586fc3d8065cf4e28c8475d932d63ba8b64595fec0cf3252ef,True,results/selector_combinations_v1/dev/evaluations/scv1-dev-044-lendingclub_v2-boruta-then-mrmr-mutual-information-catboost-fold-2-k40-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_mrmr_mutual_information,catboost,state_bound_payload,results/selector_combinations_v1/dev/evaluations/scv1-dev-044-lendingclub_v2-boruta-then-mrmr-mutual-information-catboost-fold-2-k40-s42.dev_predictions.csv,15964410,f9b3cc8cba3b5fbb656e069ec18b0345f83cccaf583aa057408fb8af3d6ccc35,True,results/selector_combinations_v1/dev/evaluations/scv1-dev-044-lendingclub_v2-boruta-then-mrmr-mutual-information-catboost-fold-2-k40-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_mrmr_mutual_information,catboost,state_bound_payload,results/selector_combinations_v1/dev/evaluations/scv1-dev-044-lendingclub_v2-boruta-then-mrmr-mutual-information-catboost-fold-2-k40-s42.final_model_configuration.json,1945,98aa5fadccb90c51cbb7f7cfb14171e9540de225d2288baeaee892f23857db2b,True,results/selector_combinations_v1/dev/evaluations/scv1-dev-044-lendingclub_v2-boruta-then-mrmr-mutual-information-catboost-fold-2-k40-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_mrmr_mutual_information,catboost,state_bound_payload,results/selector_combinations_v1/dev/evaluations/scv1-dev-068-lendingclub_v2-boruta-then-mrmr-mutual-information-catboost-fold-3-k40-s42.dev_metrics.json,637,54fda55709420c2384c8c9bbb05026763a2246b3d5b5d37dd4772084f996e8ee,True,results/selector_combinations_v1/dev/evaluations/scv1-dev-068-lendingclub_v2-boruta-then-mrmr-mutual-information-catboost-fold-3-k40-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_mrmr_mutual_information,catboost,state_bound_payload,results/selector_combinations_v1/dev/evaluations/scv1-dev-068-lendingclub_v2-boruta-then-mrmr-mutual-information-catboost-fold-3-k40-s42.dev_predictions.csv,23527655,8b34fcc43fb4eca8d6e09358a92d9a382a90b0640abc60157ee9e24a7cb40a5b,True,results/selector_combinations_v1/dev/evaluations/scv1-dev-068-lendingclub_v2-boruta-then-mrmr-mutual-information-catboost-fold-3-k40-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_mrmr_mutual_information,catboost,state_bound_payload,results/selector_combinations_v1/dev/evaluations/scv1-dev-068-lendingclub_v2-boruta-then-mrmr-mutual-information-catboost-fold-3-k40-s42.final_model_configuration.json,1945,bf8824940a680c5852e74f7c496aa8b18f1b62491d4594290fed52d9da2e6a54,True,results/selector_combinations_v1/dev/evaluations/scv1-dev-068-lendingclub_v2-boruta-then-mrmr-mutual-information-catboost-fold-3-k40-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_mrmr_mutual_information,catboost,state_bound_payload,results/selector_combinations_v1/dev/evaluations/scv1-dev-092-lendingclub_v2-boruta-then-mrmr-mutual-information-catboost-fold-4-k40-s42.dev_metrics.json,640,03bc7c15a99b75389372fecadee260887b8e0f69117b7c18d362f3ee42b94b60,True,results/selector_combinations_v1/dev/evaluations/scv1-dev-092-lendingclub_v2-boruta-then-mrmr-mutual-information-catboost-fold-4-k40-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_mrmr_mutual_information,catboost,state_bound_payload,results/selector_combinations_v1/dev/evaluations/scv1-dev-092-lendingclub_v2-boruta-then-mrmr-mutual-information-catboost-fold-4-k40-s42.dev_predictions.csv,18497254,d4cbfdfb853bd6e6b18534da81b2568a62ff0f5a5300413791074eb090ca7da5,True,results/selector_combinations_v1/dev/evaluations/scv1-dev-092-lendingclub_v2-boruta-then-mrmr-mutual-information-catboost-fold-4-k40-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_mrmr_mutual_information,catboost,state_bound_payload,results/selector_combinations_v1/dev/evaluations/scv1-dev-092-lendingclub_v2-boruta-then-mrmr-mutual-information-catboost-fold-4-k40-s42.final_model_configuration.json,1945,bf8824940a680c5852e74f7c496aa8b18f1b62491d4594290fed52d9da2e6a54,True,results/selector_combinations_v1/dev/evaluations/scv1-dev-092-lendingclub_v2-boruta-then-mrmr-mutual-information-catboost-fold-4-k40-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_mrmr_mutual_information,catboost,state_bound_payload,results/selector_combinations_v1/dev/evaluations/scv1-dev-116-lendingclub_v2-boruta-then-mrmr-mutual-information-catboost-fold-5-k40-s42.dev_metrics.json,635,0675bc4c910a5873d0082d30048795868ce7d487904d5d19846ab783b2a6ccc7,True,results/selector_combinations_v1/dev/evaluations/scv1-dev-116-lendingclub_v2-boruta-then-mrmr-mutual-information-catboost-fold-5-k40-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_mrmr_mutual_information,catboost,state_bound_payload,results/selector_combinations_v1/dev/evaluations/scv1-dev-116-lendingclub_v2-boruta-then-mrmr-mutual-information-catboost-fold-5-k40-s42.dev_predictions.csv,13323106,cf2a3c3317e3680cdcf54d6f8bf46c1e30f39c7df94956400c7b8b87c38a6811,True,results/selector_combinations_v1/dev/evaluations/scv1-dev-116-lendingclub_v2-boruta-then-mrmr-mutual-information-catboost-fold-5-k40-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_mrmr_mutual_information,catboost,state_bound_payload,results/selector_combinations_v1/dev/evaluations/scv1-dev-116-lendingclub_v2-boruta-then-mrmr-mutual-information-catboost-fold-5-k40-s42.final_model_configuration.json,1945,0fdc1d04e6de3647f9a47ad2a580769524723311ab4596e3d7a09de886304042,True,results/selector_combinations_v1/dev/evaluations/scv1-dev-116-lendingclub_v2-boruta-then-mrmr-mutual-information-catboost-fold-5-k40-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_mrmr_mutual_information,lr,evaluation_state,results/selector_combinations_v1/dev/evaluations/scv1-dev-019-lendingclub_v2-boruta-then-mrmr-mutual-information-lr-fold-1-k20-s42.json,7258,97e504e72a2880f8c385d33ddbfbd3eb72c269f54acee6b36af4d532a16e8b37,True,results/selector_combinations_v1/dev/evaluations/scv1-dev-019-lendingclub_v2-boruta-then-mrmr-mutual-information-lr-fold-1-k20-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_mrmr_mutual_information,lr,evaluation_state,results/selector_combinations_v1/dev/evaluations/scv1-dev-043-lendingclub_v2-boruta-then-mrmr-mutual-information-lr-fold-2-k20-s42.json,7258,9b4fd0256b4878b0516d35d07ef98a00d97260487a2facf8c88d21ed12d45fd7,True,results/selector_combinations_v1/dev/evaluations/scv1-dev-043-lendingclub_v2-boruta-then-mrmr-mutual-information-lr-fold-2-k20-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_mrmr_mutual_information,lr,evaluation_state,results/selector_combinations_v1/dev/evaluations/scv1-dev-067-lendingclub_v2-boruta-then-mrmr-mutual-information-lr-fold-3-k20-s42.json,7255,019ef62c7aa9462f20617cb28e5407a411be2342e05b7919056eb4e9e589b5d9,True,results/selector_combinations_v1/dev/evaluations/scv1-dev-067-lendingclub_v2-boruta-then-mrmr-mutual-information-lr-fold-3-k20-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_mrmr_mutual_information,lr,evaluation_state,results/selector_combinations_v1/dev/evaluations/scv1-dev-091-lendingclub_v2-boruta-then-mrmr-mutual-information-lr-fold-4-k20-s42.json,7251,3b6a94dcc5ebd3c98da846df44b1085857bd58c17d5cd1aab87e023ad5c945cf,True,results/selector_combinations_v1/dev/evaluations/scv1-dev-091-lendingclub_v2-boruta-then-mrmr-mutual-information-lr-fold-4-k20-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_mrmr_mutual_information,lr,evaluation_state,results/selector_combinations_v1/dev/evaluations/scv1-dev-115-lendingclub_v2-boruta-then-mrmr-mutual-information-lr-fold-5-k20-s42.json,7257,eb7e08cd5be302f356e3d679b279a5281b59d764792856c723dba97f6d9e0662,True,results/selector_combinations_v1/dev/evaluations/scv1-dev-115-lendingclub_v2-boruta-then-mrmr-mutual-information-lr-fold-5-k20-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_mrmr_mutual_information,lr,state_bound_payload,results/selector_combinations_v1/dev/evaluations/scv1-dev-019-lendingclub_v2-boruta-then-mrmr-mutual-information-lr-fold-1-k20-s42.dev_metrics.json,637,9435f5fc05b84c762dcfc526772fb7b516cf4a5bb58c18bc1358bf5ccbb50d45,True,results/selector_combinations_v1/dev/evaluations/scv1-dev-019-lendingclub_v2-boruta-then-mrmr-mutual-information-lr-fold-1-k20-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_mrmr_mutual_information,lr,state_bound_payload,results/selector_combinations_v1/dev/evaluations/scv1-dev-019-lendingclub_v2-boruta-then-mrmr-mutual-information-lr-fold-1-k20-s42.dev_predictions.csv,19790746,3e800abf7190bca3b81d5b26c4a1b87189d6fda662b798900f78c6e8caab5415,True,results/selector_combinations_v1/dev/evaluations/scv1-dev-019-lendingclub_v2-boruta-then-mrmr-mutual-information-lr-fold-1-k20-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_mrmr_mutual_information,lr,state_bound_payload,results/selector_combinations_v1/dev/evaluations/scv1-dev-019-lendingclub_v2-boruta-then-mrmr-mutual-information-lr-fold-1-k20-s42.final_model_configuration.json,1245,461d065110791b9305c8a21759be05ac57d495f884d3561dee84570f83d05c0a,True,results/selector_combinations_v1/dev/evaluations/scv1-dev-019-lendingclub_v2-boruta-then-mrmr-mutual-information-lr-fold-1-k20-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_mrmr_mutual_information,lr,state_bound_payload,results/selector_combinations_v1/dev/evaluations/scv1-dev-043-lendingclub_v2-boruta-then-mrmr-mutual-information-lr-fold-2-k20-s42.dev_metrics.json,640,7e2c7bb2917288efde85e9e7854a3f943305021111b9f23114936b1edc1f1df5,True,results/selector_combinations_v1/dev/evaluations/scv1-dev-043-lendingclub_v2-boruta-then-mrmr-mutual-information-lr-fold-2-k20-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_mrmr_mutual_information,lr,state_bound_payload,results/selector_combinations_v1/dev/evaluations/scv1-dev-043-lendingclub_v2-boruta-then-mrmr-mutual-information-lr-fold-2-k20-s42.dev_predictions.csv,14925700,aafdbf19361b51f51bfa88f7cc172cd737becbb2d27340c90d3f4828013a40f5,True,results/selector_combinations_v1/dev/evaluations/scv1-dev-043-lendingclub_v2-boruta-then-mrmr-mutual-information-lr-fold-2-k20-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_mrmr_mutual_information,lr,state_bound_payload,results/selector_combinations_v1/dev/evaluations/scv1-dev-043-lendingclub_v2-boruta-then-mrmr-mutual-information-lr-fold-2-k20-s42.final_model_configuration.json,1245,f04b8368740be167a71ee9cc00ab51451927cf5cad2f45e6e4c1607eb4ff6772,True,results/selector_combinations_v1/dev/evaluations/scv1-dev-043-lendingclub_v2-boruta-then-mrmr-mutual-information-lr-fold-2-k20-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_mrmr_mutual_information,lr,state_bound_payload,results/selector_combinations_v1/dev/evaluations/scv1-dev-067-lendingclub_v2-boruta-then-mrmr-mutual-information-lr-fold-3-k20-s42.dev_metrics.json,634,f930df8e72842ebacc4b2f44ba9ef9a0f5ac2ea1d409624162901dfea2df6d96,True,results/selector_combinations_v1/dev/evaluations/scv1-dev-067-lendingclub_v2-boruta-then-mrmr-mutual-information-lr-fold-3-k20-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_mrmr_mutual_information,lr,state_bound_payload,results/selector_combinations_v1/dev/evaluations/scv1-dev-067-lendingclub_v2-boruta-then-mrmr-mutual-information-lr-fold-3-k20-s42.dev_predictions.csv,21998545,6ff658ed849998719f1d5c58799ac5d492ca44df7277f9eb3c56c4e0a0f76769,True,results/selector_combinations_v1/dev/evaluations/scv1-dev-067-lendingclub_v2-boruta-then-mrmr-mutual-information-lr-fold-3-k20-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_mrmr_mutual_information,lr,state_bound_payload,results/selector_combinations_v1/dev/evaluations/scv1-dev-067-lendingclub_v2-boruta-then-mrmr-mutual-information-lr-fold-3-k20-s42.final_model_configuration.json,1245,656f1d8849ccea971e05588c53f4dfdcb9f6b09d3b54a9766255deee28f0ad04,True,results/selector_combinations_v1/dev/evaluations/scv1-dev-067-lendingclub_v2-boruta-then-mrmr-mutual-information-lr-fold-3-k20-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_mrmr_mutual_information,lr,state_bound_payload,results/selector_combinations_v1/dev/evaluations/scv1-dev-091-lendingclub_v2-boruta-then-mrmr-mutual-information-lr-fold-4-k20-s42.dev_metrics.json,633,2fc70e10e1d086c1d63e7d32111b80827f4553653ec177a45b0878b2af4cf05c,True,results/selector_combinations_v1/dev/evaluations/scv1-dev-091-lendingclub_v2-boruta-then-mrmr-mutual-information-lr-fold-4-k20-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_mrmr_mutual_information,lr,state_bound_payload,results/selector_combinations_v1/dev/evaluations/scv1-dev-091-lendingclub_v2-boruta-then-mrmr-mutual-information-lr-fold-4-k20-s42.dev_predictions.csv,17295513,52323a01f40bd2e0fa768961357d57fc93fee684895237ff49a2ebe89c665a0a,True,results/selector_combinations_v1/dev/evaluations/scv1-dev-091-lendingclub_v2-boruta-then-mrmr-mutual-information-lr-fold-4-k20-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_mrmr_mutual_information,lr,state_bound_payload,results/selector_combinations_v1/dev/evaluations/scv1-dev-091-lendingclub_v2-boruta-then-mrmr-mutual-information-lr-fold-4-k20-s42.final_model_configuration.json,1245,656f1d8849ccea971e05588c53f4dfdcb9f6b09d3b54a9766255deee28f0ad04,True,results/selector_combinations_v1/dev/evaluations/scv1-dev-091-lendingclub_v2-boruta-then-mrmr-mutual-information-lr-fold-4-k20-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_mrmr_mutual_information,lr,state_bound_payload,results/selector_combinations_v1/dev/evaluations/scv1-dev-115-lendingclub_v2-boruta-then-mrmr-mutual-information-lr-fold-5-k20-s42.dev_metrics.json,637,21fc33183551943904ba346c2fcbbefa77532a5ae665b013497207ba0e77f5a9,True,results/selector_combinations_v1/dev/evaluations/scv1-dev-115-lendingclub_v2-boruta-then-mrmr-mutual-information-lr-fold-5-k20-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_mrmr_mutual_information,lr,state_bound_payload,results/selector_combinations_v1/dev/evaluations/scv1-dev-115-lendingclub_v2-boruta-then-mrmr-mutual-information-lr-fold-5-k20-s42.dev_predictions.csv,12458052,e0362a66eb85018fa7c7f894a009bf96e924e59239266909b5166e287b4fc0a6,True,results/selector_combinations_v1/dev/evaluations/scv1-dev-115-lendingclub_v2-boruta-then-mrmr-mutual-information-lr-fold-5-k20-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_mrmr_mutual_information,lr,state_bound_payload,results/selector_combinations_v1/dev/evaluations/scv1-dev-115-lendingclub_v2-boruta-then-mrmr-mutual-information-lr-fold-5-k20-s42.final_model_configuration.json,1245,01bb723d159d25461a3ac58cdd5501dcba4c8f0ad5cb443a6ee5146668a4473c,True,results/selector_combinations_v1/dev/evaluations/scv1-dev-115-lendingclub_v2-boruta-then-mrmr-mutual-information-lr-fold-5-k20-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_rfe_catboost,,selection_state,results/selector_combinations_v1/dev/selections/scv1-lendingclub_v2-fold-1-boruta-then-rfe-catboost-k20-s42.json,150551,6dd5407b4b9871103a6109986a40375e580e3078cd6e2f8c34b6f805b0117efe,True,results/selector_combinations_v1/dev/selections/scv1-lendingclub_v2-fold-1-boruta-then-rfe-catboost-k20-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_rfe_catboost,,selection_state,results/selector_combinations_v1/dev/selections/scv1-lendingclub_v2-fold-1-boruta-then-rfe-catboost-k40-s42.json,151515,c8b756986ea8acb8bd5ba7935e97372b6e0390d2e6c058fb8274d82aec206ee5,True,results/selector_combinations_v1/dev/selections/scv1-lendingclub_v2-fold-1-boruta-then-rfe-catboost-k40-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_rfe_catboost,,selection_state,results/selector_combinations_v1/dev/selections/scv1-lendingclub_v2-fold-2-boruta-then-rfe-catboost-k20-s42.json,153326,bfd0a94eabcb03728dc874fb33798229434d54ab4acb1c50fac738265e71af62,True,results/selector_combinations_v1/dev/selections/scv1-lendingclub_v2-fold-2-boruta-then-rfe-catboost-k20-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_rfe_catboost,,selection_state,results/selector_combinations_v1/dev/selections/scv1-lendingclub_v2-fold-2-boruta-then-rfe-catboost-k40-s42.json,154318,701d13ea15616f214c64976166b4736e96c8965fd75e5d34ee8eabd27a376508,True,results/selector_combinations_v1/dev/selections/scv1-lendingclub_v2-fold-2-boruta-then-rfe-catboost-k40-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_rfe_catboost,,selection_state,results/selector_combinations_v1/dev/selections/scv1-lendingclub_v2-fold-3-boruta-then-rfe-catboost-k20-s42.json,155022,8cdaf5f70984c2fac90a9979b449c9efb7866ab06f0905eb47fb658cd8221bbf,True,results/selector_combinations_v1/dev/selections/scv1-lendingclub_v2-fold-3-boruta-then-rfe-catboost-k20-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_rfe_catboost,,selection_state,results/selector_combinations_v1/dev/selections/scv1-lendingclub_v2-fold-3-boruta-then-rfe-catboost-k40-s42.json,155942,84fe6fcb2b6ab9363b351a3a33d1fb693141525f082b8fe7cba67c4a0804cc75,True,results/selector_combinations_v1/dev/selections/scv1-lendingclub_v2-fold-3-boruta-then-rfe-catboost-k40-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_rfe_catboost,,selection_state,results/selector_combinations_v1/dev/selections/scv1-lendingclub_v2-fold-4-boruta-then-rfe-catboost-k20-s42.json,156244,91301ab3bc4fc047204ab98f8e92a33b6cc399bc638f4de3b4c3ac678150bc22,True,results/selector_combinations_v1/dev/selections/scv1-lendingclub_v2-fold-4-boruta-then-rfe-catboost-k20-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_rfe_catboost,,selection_state,results/selector_combinations_v1/dev/selections/scv1-lendingclub_v2-fold-4-boruta-then-rfe-catboost-k40-s42.json,156865,20893fd009801b065c6ade2f2a79269c4a38694fb91d92434269002042ed6486,True,results/selector_combinations_v1/dev/selections/scv1-lendingclub_v2-fold-4-boruta-then-rfe-catboost-k40-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_rfe_catboost,,selection_state,results/selector_combinations_v1/dev/selections/scv1-lendingclub_v2-fold-5-boruta-then-rfe-catboost-k20-s42.json,157629,78b35cbb835ac3914f34a0cc304e1ff3e204f9cdf276f0de609bb81984e849de,True,results/selector_combinations_v1/dev/selections/scv1-lendingclub_v2-fold-5-boruta-then-rfe-catboost-k20-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_rfe_catboost,,selection_state,results/selector_combinations_v1/dev/selections/scv1-lendingclub_v2-fold-5-boruta-then-rfe-catboost-k40-s42.json,158522,a4991a7f800971ba324b0eeb5af93f0aec56a5d448c7b249fb6cef285d1ec5b4,True,results/selector_combinations_v1/dev/selections/scv1-lendingclub_v2-fold-5-boruta-then-rfe-catboost-k40-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_rfe_catboost,,state_bound_payload,results/selector_combinations_v1/dev/selections/scv1-lendingclub_v2-fold-1-boruta-then-rfe-catboost-k20-s42.combination_result.json,133057,919fc8ebec66f006a13b2b913d853ba14ba44926925568181b832aa26760c4b5,True,results/selector_combinations_v1/dev/selections/scv1-lendingclub_v2-fold-1-boruta-then-rfe-catboost-k20-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_rfe_catboost,,state_bound_payload,results/selector_combinations_v1/dev/selections/scv1-lendingclub_v2-fold-1-boruta-then-rfe-catboost-k20-s42.final_selected_features.csv,562,ee7652df879a28aa9c734ffcac28fc2140ae0a74e44df32ce2ac9ed20c6fc9c5,True,results/selector_combinations_v1/dev/selections/scv1-lendingclub_v2-fold-1-boruta-then-rfe-catboost-k20-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_rfe_catboost,,state_bound_payload,results/selector_combinations_v1/dev/selections/scv1-lendingclub_v2-fold-1-boruta-then-rfe-catboost-k20-s42.intermediate_features.csv,4431,1b1cac4b921e30cde3015165743217fcd7167cec9f0642070a638b4c6c1ac02f,True,results/selector_combinations_v1/dev/selections/scv1-lendingclub_v2-fold-1-boruta-then-rfe-catboost-k20-s42.json,
combination_dev,active,lendingclub_v2,boruta_then_rfe_catboost,,state_bound_payload,results/selector_combinations_v1/dev/selections/scv1-lendingclub_v2-fold-1-boruta-then-rfe-catboost-k40-s42.combination_result.json,133358,58710e8e8cd0c506187c20802fea00397ab1fe68f0aa5a4671f72e767a48bc2b,True,results/selector_combinations_v1/dev/selections/scv1-lendingclub_v2-fold-1-boruta-then-rfe-catboost-k40-s42.json,
